spcd;common_name;genus;species
6705;poison ash;Comocladia;dodonaea
864;soldierwood;Colubrina;elliptica
987;buttonwood-mangrove;Conocarpus;erectus
6687;coffee;Coffea;
6751;redflower gum;Corymbia;ficifolia
491;flowering dogwood;Cornus;florida
6716;forest mirrorplant;Coprosma;foliosa
6744;tiplant;Cordyline;fruticosa
6706;carrasco;Comocladia;glabra
6756;cannonball tree;Couroupita;guianensis
6752;red bloodwood;Corymbia;gummifera
867;Bluewood;Condalia;hookeri
6717;koi;Coprosma;kauensis
6660;whitewood;Coccoloba;krugii
6735;smooth manjack;Cordia;laevigata
7918;Wahiawa Bog colicwood;Myrsine;helleri
886;Florida poisontree;Metopium;toxiferum
7768;teabush;Melochia;tomentosa
7794;lehua ahihi;Metrosideros;tremuloides
7793;lehua;Metrosideros;
7800;Metroxylon;Metroxylon;
7769;hierba del soldado;Melochia;umbellata
7755;volcanic melicope;Melicope;volcanica
7804;saquiyac;Miconia;affinis
7833;elegant mimosa;Mimosa;arenosa
7805;velvet tree;Miconia;calvescens
7801;Orange Champak;Michelia;champaca
7835;bulletwood, elengi;Mimusops;elengi
7806;Puerto Rico johnnyberry;Miconia;foveolata
7828;caimitillo verde;Micropholis;garciniifolia
7829;Micropholis guyanensis;Micropholis;guyanensis
7807;camasey de costilla;Miconia;impetiolaris
7803;hairy johnnyberry;Miconia;lanata
7808;smooth johnnyberry;Miconia;laevigata
7824;talafulu;Micromelum;minutum
7810;camasey cuatrocanales;Miconia;mirabilis
7902;atoneulu;Myristica;hypargyraea
7812;camasey racimoso;Miconia;pachyphylla
7831;pinnata;Millettia;pinnata
7813;granadillo bobo;Miconia;prasina
7814;auquey;Miconia;punctata
7815;ridge johnnyberry;Miconia;pycnoneura
7816;camasey felpa;Miconia;racemosa
7817;peralejo;Miconia;rubiginosa
7818;jau jau;Miconia;serrulata
7819;mountain johnnyberry;Miconia;sintenisii
7821;forest johnnyberry;Miconia;subcorymbosa
7822;rajador;Miconia;tetrandra
7823;camasey tomaso;Miconia;thomasiana
681;white mulberry;Morus;alba
7857;ratapple;Morisonia;americana
7845;Morella cerifera;Morella;cerifera
7849;Indian mulberry;Morinda;citrifolia
7862;murta;Mouriri;domingensis
7846;firetree;Morella;faya
7863;mameyuelo;Mouriri;helleri
7841;treedaisy;Montanoa;hibiscifolia
7847;Morella holdridgeana;Morella;holdridgeana
7850;ngel;Morinda;latibractea
683;Texas mulberry;Morus;microphylla
684;black mulberry;Morus;nigra
8822;olona;Touchardia;latifolia
7839;monodora;Monodora;
7842;montanoa;Montanoa;
7855;horseradishtree;Moringa;oleifera
7851;Morinda pedunculata;Morinda;pedunculata
7848;bayberry;Morella;
7852;morinda;Morinda;
682;red mulberry;Morus;rubra
8761;superb terminalia;Terminalia;superba
8775;tetraplasandra;Tetraplasandra;
8783;cenizo;Tetrazygia;urbanii
8776;Mt. Waialeale ohe;Tetraplasandra;waialealae
8777;ohe kiko ola;Tetraplasandra;waimeae
8784;cacao;Theobroma;cacao
8788;thespesia;Thespesia;
8786;maga;Thespesia;grandiflora
913;key thatch palm;Thrinax;morrisii
7903;adepurot;Myristica;insularis
7906;Myristica inutilis;Myristica;inutilis
241;northern white-cedar;Thuja;occidentalis
8789;luckynut;Thevetia;peruviana
242;western redcedar;Thuja;plicata
8787;Portia tree;Thespesia;populnea
7882;Mussaenda;Mussaenda;
7877;blantalos;Musa;textilis
914;Florida thatch palm;Thrinax;radiata
8793;ceboruquillo;Thouinia;striata
8794;Puerto Rico ceboruquillo;Thouinia;striata
240;thuja ;Thuja;
951;American basswood;Tilia;americana
953;Carolina basswood;Tilia;americana
952;white basswood;Tilia;americana
8804;glorytree;Tibouchina;
8806;Timonius corymbosus;Timonius;corymbosus
8803;Brazilian glorytree;Tibouchina;granulosa
950;basswood ;Tilia;
8807;Timonius mollis;Timonius;mollis
8808;Timonius;Timonius;
8809;Timonius subauritus;Timonius;subauritus
8810;Timonius timon;Timonius;timon
8805;princess-flower;Tibouchina;urvilleana
8824;velvetleaf soldierbush;Tournefortia;argentea
7919;Kauai colicwood;Myrsine;kauaiensis
251;California torreya (nutmeg);Torreya;californica
8812;Australian redcedar;Toona;ciliata
8816;boje;Torralbasia;cuneifolia
8825;cold withe;Tournefortia;filiflora
8811;redcedar;Toona;
250;torreya (nutmeg) ;Torreya;
252;Florida torreya (nutmeg);Torreya;taxifolia
8823;touchardia;Touchardia;
8826;soldierbush;Tournefortia;
8827;magele;Trema;cannabina
8844;ant tree;Triplaris;cumingiana
8832;trema;Trema;
8833;broomstick;Trichilia;hirta
8837;Trichospermum ikutai;Trichospermum;ikutai
8843;Triplaris ;Triplaris;
8828;Lamarck's trema;Trema;lamarckianum
8838;elsau, oleiulakersus;Trichospermum;ledermannii
8829;Jamaican nettletree;Trema;micranthum
8846;faia;Tristiropsis;obtusangula
8831;oriental trema;Trema;orientalis
8834;gaita;Trichilia;pallida
8848;white ramoon;Trophis;racemosa
8839;maouli;Trichospermum;richii
994;Chinese tallowtree;Triadica;sebifera
6754;karaka nut;Corynocarpus;laevigatus
6686;Coffea liberica;Coffea;liberica
6718;Oahu mirrorplant;Coprosma;longifolia
6699;nakedwood;Colubrina;
6661;puckhout;Coccoloba;microstachya
6736;Cordia micronesica;Cordia;micronesica
6719;alpine mirrorplant;Coprosma;montana
6711;Consolea moniliformis;Consolea;moniliformis
6709;mangrove;Conocarpus;
908;coconut palm;Cocos;nucifera
492;Pacific dogwood;Cornus;nuttallii
996;smoketree;Cotinus;obovatus
6737;clammy cherry;Cordia;obliqua
6746;nigua;Cornutia;obovata
6720;Maui mirrorplant;Coprosma;ochracea
6714;copaiba;Copaifera;officinalis
6697;kauila;Colubrina;oppositifolia
6662;pale seagrape;Coccoloba;pallida
6724;mirrorplant;Coprosma;
7920;Kokee colicwood;Myrsine;knudsenii
7921;Lanai colicwood;Myrsine;lanaiensis
6663;grandleaf seagrape;Coccoloba;pubescens
6721;pubescent mirrorplant;Coprosma;pubens
6664;uvera;Coccoloba;pyrifolia
6747;azulejo;Cornutia;pyramidata
6741;cordia;Cordia;
6745;cordyline;Cordyline;
6722;woodland mirrorplant;Coprosma;rhynchocarpa
6738;San Bartolome;Cordia;rickseckeri
490;dogwood ;Cornus;
6710;Luquillo Mountain snailwood;Conostegia;rufescens
6665;ortegon;Coccoloba;rugosa
6739;Puerto Rico manjack;Cordia;rupicola
6712;Consolea rubescens;Consolea;rubescens
6755;corynocarpus;Corynocarpus;
6691;uab, chuchab;Colona;scabra
865;largeleaf geigertree;Cordia;sebestena
6666;uvero de monte;Coccoloba;sintenisii
6742;kou;Cordia;subcordata
6743;mucilage manjack;Cordia;sulcata
6668;Swartz's pigeonplum;Coccoloba;swartzii
6702;ochaol;Combretum;tetralophum
8900;hairy false ohelo;Wikstroemia;villosa
6669;Bahama pigeonplum;Coccoloba;tenuifolia
6670;seagrape;Coccoloba;uvifera
6683;garden croton;Codiaeum;variegatum
6671;false chiggergrape;Coccoloba;venosa
7878;tikap;Musa;tikap
7879;fei banana;Musa;troglodytarum
6700;Urban's nakedwood;Colubrina;verrucosa
6679;silk cottontree;Cochlospermum;vitifolium
6726;olena;Coprosma;waimeae
6760;houka, calabash;Crescentia;alata
6773;wild marrow;Croton;astroites
500;hawthorn ;Crataegus;
6769;Saitamu;Crossostylis;biflora
503;Brainerd's hawthorn;Crataegus;brainerdii
504;pear hawthorn;Crataegus;calpodendron
505;fireberry hawthorn;Crataegus;chrysocarpa
501;cockspur hawthorn;Crataegus;crus-galli
680;mulberry ;Morus;
7853;noni kuahiwi;Morinda;trimera
7867;strawberrytree;Muntingia;calabura
7873;bungeltuu;Musa;coccinea
7984;Kauai yellowwood;Ochrosia;kauaiensis
7869;Murraya exotica;Murraya;exotica
7880;Mussaenda frondosa;Mussaenda;frondosa
7874;tama;Musa;nana
7868;muntingia;Muntingia;
7872;French plantain;Musa;paradisiaca
7865;falseohe;Munroidendron;racemosum
7881;aloalo vao;Mussaenda;raiateensis
7875;tuu banana;Musa;sapientum
7876;meia;Musa;
7910;forest colicwood;Myrsine;alyxifolia
7907;balsam of Tolu;Myroxylon;balsamum
7886;red rodwood;Myrcia;citrifolia
7911;leathery colicwood;Myrsine;coriacea
7912;Myrsine cubana;Myrsine;cubana
7887;cieneguillo;Myrcia;deflexa
7913;summit colicwood;Myrsine;degeneri
7914;mountain colicwood;Myrsine;emarginata
7888;curame;Myrcia;fallax
7915;streambank colicwood;Myrsine;fernseei
7895;guavaberry;Myrciaria;floribunda
7916;Koolau Range colicwood;Myrsine;fosbergii
7893;twinberry;Myrcianthes;fragrans
7905;cercipo;Myrospermum;frutescens
7889;guayabacon;Myrcia;leptoclada
7922;kolea lau nui;Myrsine;lessertiana
7923;Hanapepe River colicwood;Myrsine;mezii
7884;myoporum;Myoporum;
7890;ausu;Myrcia;paganii
7924;swamp colicwood;Myrsine;petiolata
7925;Molokai colicwood;Myrsine;pukooensis
7892;rodwood;Myrcia;
7900;sweetgale;Myrica;
7904;Myristica;Myristica;
7927;colicwood;Myrsine;
7899;yamamomo, strawberry tree;Myrica;rubra
7883;naio;Myoporum;sandwicense
7926;kokea lau lii;Myrsine;sandwicensis
7891;punchberry;Myrcia;splendens
7928;Mt. Kahili colicwood;Myrsine;wawraea
7940;saltwood;Neea;buxifolia
7944;kadam;Neolamarckia;cadamba
7962;kalm, aralm;Neuburgia;celebica
7932;Nectandra coriacea;Nectandra;coriacea
7948;afa;Neonauclea;forsteri
7933;shinglewood;Nectandra;hihua
7934;Nectandra krugii;Nectandra;krugii
7952;Rambutan;Nephelium;lappaceum
7935;Nectandra membranacea;Nectandra;membranacea
8842;limeberry;Triphasia;trifolia
7985;Hawaii yellowwood;Ochrosia;kilaueaensis
8836;bariaco;Trichilia;triacantha
261;eastern hemlock;Tsuga;canadensis
262;Carolina hemlock;Tsuga;caroliniana
263;western hemlock;Tsuga;heterophylla
264;mountain hemlock;Tsuga;mertensiana
8909;Xylosma nelsonii;Xylosma;nelsonii
260;hemlock ;Tsuga;
8850;muttonwood;Turpinia;occidentalis
971;winged elm;Ulmus;alata
972;American elm;Ulmus;americana
973;cedar elm;Ulmus;crassifolia
970;elm ;Ulmus;
974;Siberian elm;Ulmus;pumila
975;slippery elm;Ulmus;rubra
976;September elm;Ulmus;serotina
977;rock elm;Ulmus;thomasii
981;California-laurel;Umbellularia;californica
8853;scratchbush;Urera;baccifera
8854;flameberry;Urera;caracasana
8855;ortiga;Urera;chlorocarpa
8858;urera;Urera;
8856;hopue;Urera;glabra
8857;opuhe;Urera;kaalae
8861;voa vanga;Vangueria;madagascariensis
6903;Black sapote;Diospyros;ebenaster
6904;anume;Diospyros;elliptica
995;tungoil tree;Vernicia;fordii
8866;Manila palm;Veitchia;merrillii
8869;mu oil tree;Vernicia;montana
8870;vernicia;Vernicia;
8871;lilac chastetree;Vitex;agnus-castus
8872;bars, beokel;Vitex;cofassus
8873;higuerillo;Vitex;divaricata
8874;smallflower chastetree;Vitex;parviflora
8875;chastetree;Vitex;
8876;simpleleaf chastetree;Vitex;trifolia
8881;Wallenia lamarckiana;Wallenia;lamarckiana
8886;Weinmannia affinis;Weinmannia;affinis
8884;ateate;Wedelia;biflora
8887;bastard briziletto;Weinmannia;pinnata
8889;alpine false ohelo;Wikstroemia;bicornuta
8890;forest false ohelo;Wikstroemia;furcata
8899;false ohelo;Wikstroemia;
8891;montane false ohelo;Wikstroemia;monticola
8892;Oahu false ohelo;Wikstroemia;oahuensis
8895;Hawaii false ohelo;Wikstroemia;phillyreifolia
8896;Kohala false ohelo;Wikstroemia;pulcherrima
8897;variableleaf false ohelo;Wikstroemia;sandwicensis
8898;Skottsbergs false ohelo;Wikstroemia;skottsbergiana
8901;tallow wood;Ximenia;americana
8906;mucha-gente;Xylosma;buxifolia
8907;sawtooth logwood;Xylosma;crenata
8903;lalanyog;Xylocarpus;granatum
8908;Hawaii brushholly;Xylosma;hawaiiensis
8905;Xylocarpus;Xylocarpus;
8915;xylosma;Xylosma;
8904;leilei;Xylocarpus;moluccensis
8910;spiny logwood;Xylosma;pachyphylla
8911;Xylosma samoensis;Xylosma;samoensis
6761;common calabash tree;Crescentia;cujete
506;broadleaf hawthorn;Crataegus;dilatata
6779;laulilii;Cryptocarya;elegans
507;fanleaf hawthorn;Crataegus;flabellata
6774;Croton flavens;Croton;flavens
6786;Japanese cedar;Cryptomeria;japonica
6762;higuerito;Crescentia;linearifolia
6771;longbeak rattlebox;Crotalaria;longirostrata
6781;holio;Cryptocarya;mannii
502;downy hawthorn;Crataegus;mollis
508;oneseed hawthorn;Crataegus;monogyna
6778;Cryptocarya oreophila;Cryptocarya;oreophila
509;scarlet hawthorn;Crataegus;pedicellata
5091;Washington hawthorn;Crataegus;phaenopyrum
6775;sabinon;Croton;poecilanthus
6763;higuero de sierra;Crescentia;portoricensis
6765;Critonia portoricensis;Critonia;portoricensis
6758;sacred garlic pear;Crateva;religiosa
6767;maidenberry;Crossopetalum;rhacoma
5092;fleshy hawthorn;Crataegus;succulenta
6784;laulilii;Cryptocarya;turbinata
5093;dwarf hawthorn;Crataegus;uniflora
6783;cryptocarya;Cryptocarya;
6787;Japanese cedar;Cryptomeria;
6790;wild ackee;Cupania;americana
866;carrotwood;Cupaniopsis;anacardioides
51;Arizona cypress;Cupressus;arizonica
52;Baker or Modoc cypress;Cupressus;bakeri
53;Tecate cypress;Cupressus;forbesii
6788;Chinese fir;Cunninghamia;lanceolata
6795;cedar-of-Goa;Cupressus;lusitanica
56;MacNab's cypress;Cupressus;macnabiana
54;Monterey cypress;Cupressus;macrocarpa
50;cypress;Cupressus;
55;Sargent's cypress;Cupressus;sargentii
6796;Italian cypress;Cupressus;sempervirens
6905;Diospyros ferrea;Diospyros;ferrea
6792;guara blanca;Cupania;triquetra
6800;Haleakala cyanea;Cyanea;aculeatiflora
6834;parrotfeather treefern;Cyathea;andina
6828;cyanea;Cyanea;
6835;West Indian treefern;Cyathea;arborea
6801;palmtree cyanea;Cyanea;arborea
6847;treefern;Cyathea;
6855;ola;Cyclophyllum;barbatum
6860;tree-tomato;Cyphomandra;betacea
6854;Cycas;Cycas;
6852;queen sago;Cycas;circinalis
6837;Coopers cyathea;Cyathea;cooperi
6838;olioli;Cyathea;decurrens
6802;Kauai cyanea;Cyanea;fissa
6805;Degeners cyanea;Cyanea;floribunda
6839;Jamaican treefern;Cyathea;furfuracea
6865;forest cyrtandra;Cyrtandra;giffardii
6806;Kilauea Mauna cyanea;Cyanea;giffardii
6807;wetforest cyanea;Cyanea;hamatiflora
6810;Oahu cyanea;Cyanea;hardyi
7954;maaloa;Neraudia;melastomifolia
7956;oleander;Nerium;oleander
7942;fao;Neisosperma;oppositifolia
7936;Nectandra patens;Nectandra;patens
7958;keahi;Nesoluma;polynesicum
7946;aquilon;Neolaugeria;resinosa
7960;Hawaii olive;Nestegis;sandwicensis
7961;nestegis;Nestegis;
6906;elama;Diospyros;hillebrandii
6978;Elaeocarpus graeffei;Elaeocarpus;graeffei
7939;Nectandra turbacensis;Nectandra;turbacensis
7965;tobacco;Nicotiana;
7964;tree tobacco;Nicotiana;glauca
7966;smallflower aiea;Nothocestrum;breviflorum
7971;kaala rockwort;Nototrichium;humile
7967;broadleaf aiea;Nothocestrum;latifolium
7968;longleaf aiea;Nothocestrum;longifolium
7969;Oahu aiea;Nothocestrum;peltatum
7972;Hawaii rockwort;Nototrichium;sandwicense
7970;aiea;Nothocestrum;
691;water tupelo;Nyssa;aquatica
694;swamp tupelo;Nyssa;biflora
7974;toechel, teuechel;Nypa;fruticans
692;Ogeechee tupelo;Nyssa;ogeche
690;tupelo ;Nyssa;
693;blackgum;Nyssa;sylvatica
7982;holei;Ochrosia;compta
7990;laurel espada;Ocotea;floribunda
7991;black sweetwood;Ocotea;foeniculacea
7983;island yellowwood;Ochrosia;haleakalae
7977;ochna;Ochna;
7986;yellowwood;Ochrosia;
7994;loblolly sweetwood;Ocotea;leucoxylon
7996;nemoca;Ocotea;moschata
7976;African bird's-eye bush;Ochna;mossambicensis
7997;laurel sassafras;Ocotea;nemodaphne
7999;laurel de paloma;Ocotea;portoricensis
7980;Ochroma pyramidale;Ochroma;pyramidale
8001;nemoca cimarrona;Ocotea;spathulata
7978;Thomas birds-eye bush;Ochna;thomasiana
8003;Wright's laurel canelon;Ocotea;wrightii
8007;olive;Olea;
8004;olive;Olea;europaea
8000;oleandra fern;Oleandra;neriiformis
990;desert ironwood;Olneya;tesota
8013;cochineal nopal cactus;Opuntia;cochenillifera
8014;tuna cactus;Opuntia;ficus-indica
8015;common pricklypear;Opuntia;monacantha
8018;pricklypear;Opuntia;
8019;amansis, edebsungelked, necklace bead tree;Ormosia;calavensis
8020;peronia;Ormosia;krugii
8024;Osmoxylon;Osmoxylon;
8022;kesiamel;Osmoxylon;oliveri
8023;kesiamel;Osmoxylon;pachyphyllum
718;kesiamel;Osmoxylon;truncatum
701;eastern hophornbeam;Ostrya;virginiana
8933;Oahu pricklyash;Zanthoxylum;oahuense
8027;pincho palo de rosa;Ottoschulzia;rhodoxylon
8029;chicharron amarillo;Ouratea;ilicifolia
8030;abey amarillo;Ouratea;littoralis
8032;guanabanilla;Ouratea;striata
8912;white logwood;Xylosma;schaefferioides
8913;Schwaneck's logwood;Xylosma;schwaneckeana
8916;aloe yucca;Yucca;aloifolia
982;Joshua tree;Yucca;brevifolia
8918;moundlily yucca;Yucca;gloriosa
8919;bluestem yucca;Yucca;guatemalensis
8923;Maricao pricklyash;Zanthoxylum;bifoliolatum
8924;prickly yellow;Zanthoxylum;caribaeum
8925;kawau;Zanthoxylum;dipetalum
8928;West Indian satinwood;Zanthoxylum;flavum
8929;Hawaii pricklyash;Zanthoxylum;hawaiiense
8930;Kauai pricklyash;Zanthoxylum;kauaense
8931;white pricklyash;Zanthoxylum;martinicense
8932;yellow prickle;Zanthoxylum;monophyllum
8936;pricklyash;Zanthoxylum;
8938;Zapoteca portoricensis;Zapoteca;portoricensis
8934;dotted pricklyash;Zanthoxylum;punctatum
8935;niaragato;Zanthoxylum;spinifex
8937;St. Thomas pricklyash;Zanthoxylum;thomasianum
8939;Indian jujube;Ziziphus;mauritiana
8940;cacao rojo;Ziziphus;reticulata
8941;soana;Ziziphus;rignonii
8943;Taylor's jujube;Ziziphus;taylorii
6811;prickly cyanea;Cyanea;horrida
6813;Kunths cyanea;Cyanea;kunthiana
6812;Limahuli Valley cyanea;Cyanea;kuhihewa
6814;giant kokee cyanea;Cyanea;leptostegia
6840;olioli;Cyathea;lunulata
6815;purple cyanea;Cyanea;macrostegia
6818;Marks cyanea;Cyanea;marksii
6841;olioli;Cyathea;medullaris
6842;kattar;Cyathea;nigricans
6843;small treefern;Cyathea;parvula
6819;hairy cyanea;Cyanea;pilosa
6844;kattar;Cyathea;ponapeana
6857;oreganillo falso;Cynometra;portoricensis
6822;pohaku cyanea;Cyanea;pohaku
6823;Molokai cyanea;Cyanea;procera
6863;cyrtandra;Cyrtandra;pulchella
6824;manyfruit cyanea;Cyanea;pycnocarpa
6825;oakleaf cyanea;Cyanea;quercifolia
6862;swamp titi;Cyrilla;racemiflora
6864;Cyrtandra;Cyrtandra;ramosissima
6858;gulos;Cynometra;ramiflora
6853;remiang;Cycas;revoluta
6826;plateau delissea;Cyanea;rivularis
6866;cyrtandra;Cyrtandra;
6990;taputoi;Elattostachys;falcata
6850;Cybianthus sintenisii;Cybianthus;sintenisii
6827;pua kala;Cyanea;solenocalyx
6829;Kaiholena cyanea;Cyanea;stictophylla
6830;Mt. Kaala cyanea;Cyanea;superba
6848;helecho gigante;Cyathea;tenera
6849;olioli;Cyathea;truncata
6833;aku aku;Cyanea;tritomantha
6871;burn nose;Daphnopsis;americana
6867;candletree;Dacryodes;excelsa
6872;Heller's cieneguillo;Daphnopsis;helleriana
6873;emajagua de sierra;Daphnopsis;philippiana
6869;Indian rosewood;Dalbergia;sissoo
6888;angelica tree;Dendropanax;arboreus
6875;Hawaii delissea;Delissea;fallax
6885;salato;Dendrocnide;harveyi
6886;kahtat;Dendrocnide;latifolia
6889;palo de vaca;Dendropanax;laurifolius
6876;cutleaf delissea;Delissea;laciniata
6881;delissea;Delissea;
6884;delonix;Delonix;
6887;Dendrocnide;Dendrocnide;
6880;smallflower delissea;Delissea;parviflora
6883;royal poinciana;Delonix;regia
6882;leechleaf delissea;Delissea;undulata
6891;redpalm;Dictyosperma;album
6900;mabolo;Diospyros;blancoi
6902;Mabolo;Diospyros;discolor
6896;chulta;Dillenia;indica
6907;persimmon;Diospyros;kaki
6899;Dimocarpus longan;Dimocarpus;longan
6923;jaboncillo;Ditta;myricoides
520;persimmon ;Diospyros;
6921;otot;Discocalyx;ponapensis
6909;black apple;Diospyros;revoluta
6911;lama;Diospyros;sandwicensis
6910;auauli;Diospyros;samoensis
711;sourwood;Oxydendrum;arboreum
8033;blacklancewood;Oxandra;lanceolata
8034;haya;Oxandra;laurifolia
8113;cuachilote;Parmentiera;aculeata
8111;Jerusalem thorn;Parkinsonia;aculeata
8054;chertochet;Pandanus;aimiriikensis
8045;tafetan;Palicourea;alpina
8036;miich era ngebard, guiana chestnut;Pachira;aquatica
8114;candle tree;Parmentiera;cereifera
8056;ongor;Pandanus;compressus
8055;matal;Pandanus;cominsii
8049;Palicourea croceoides;Palicourea;croceoides
6977;`a`mati`e;Elaeocarpus;floridanus
8099;scratchthroat;Parathesis;crenulata
8047;red cappel;Palicourea;crocea
8057;silaue;Pandanus;cylindricus
8058;kienpel;Pandanus;dilatatus
8059;ongor;Pandanus;divergens
8060;pahong;Pandanus;dubius
8061;ongor;Pandanus;duriocarpus
8091;rauel;Pangium;edule
8062;moak;Pandanus;enchabiensis
8063;hara;Pandanus;fischerianus
8064;aggag;Pandanus;fragrans
8051;showy cappel;Palicourea;guianensis
8065;nenketak;Pandanus;hosinoi
8103;sea;Parinari;insularum
8037;wild chestnut;Pachira;insignis
8066;pacheren;Pandanus;jaluitensis
8074;Palaquium karrak;Palaquium;karrak
8067;buuk;Pandanus;kanehirae
8068;siu;Pandanus;korrensis
8107;Parkia korom;Parkia;korom
8069;lakatwa;Pandanus;lakatwa
8070;erwan, jonmouia;Pandanus;laticanaliculatus
8104;ais;Parinari;laurina
8071;intekul, pasyure;Pandanus;macrocephalus
8072;ongor, ertochet;Pandanus;macrojeanneretia
8075;Pandanus odontoides;Pandanus;odontoides
8108;kmekumer;Parkia;parvifoliola
8076;ongor, ertochet;Pandanus;palawensis
8077;peet;Pandanus;patina
8078;ongor;Pandanus;peliliuensis
8079;alwan, kipal, taip;Pandanus;ponapensis
8080;deipw, jomineia;Pandanus;pulposus
8082;fasa;Pandanus;reineckei
8081;pathaplip;Pandanus;rectangulatus
8105;Parinari;Parinari;
8112;paloverde;Parkinsonia;
8106;parkia;Parkia;
8083;magojokojok;Pandanus;rotundatus
8044;gasu;Palaquium;stehlinii
8085;Tahitian screwpine;Pandanus;tectorius
8110;Parkia timoriana;Parkia;timoriana
712;paulownia, empress-tree;Paulownia;tomentosa
8086;kiparenwel;Pandanus;tolotomensis
8087;mojel;Pandanus;trukensis
8088;common screwpine;Pandanus;utilis
8090;berrakelongor;Pandanus;variegatus
8123;ngis;Pemphis;acidula
7211;avocado;Persea;americana
721;redbay;Persea;borbonia
6912;Chinese persimmon;Diospyros;sintenisii
6898;shrubby dillenia;Dillenia;suffruticosa
522;Texas persimmon;Diospyros;texana
521;common persimmon;Diospyros;virginiana
6930;Ceylon gooseberry;Dovyalis;hebecarpa
6928;rru;Dolichandrone;spathacea
6927;Florida hopbush;Dodonaea;viscosa
6937;cafeillo;Drypetes;alba
6932;fragrant dracaena;Dracaena;fragrans
6938;varital;Drypetes;glauca
6939;rosewood;Drypetes;ilicifolia
6940;guiana plum;Drypetes;lateriflora
6933;Dracaena multiflora;Dracaena;multiflora
6941;kevert;Drypetes;nitida
6943;;Drypetes;vitiensis
6942;Drypetes;Drypetes;
6947;Mauna Kea dubautia;Dubautia;arborea
6958;dubautia;Dubautia;
6944;Dubautia;Dubautia;demissifolia
6961;golden dewdrops;Duranta;erecta
6945;Dubautia;Dubautia;fallax
6948;forest dubautia;Dubautia;knudsenii
6952;Kauai dubautia;Dubautia;microcephala
6946;Dubautia;Dubautia;montana
6953;plantainleaf dubautia;Dubautia;plantaginea
6957;netvein dubautia;Dubautia;reticulata
6965;Durian;Durio;zibethinus
6968;maota mea;Dysoxylum;huntii
6966;Dypsis lutescens;Dypsis;lutescens
6969;maota;Dysoxylum;maota
6970;mamala;Dysoxylum;samoense
6971;Dysoxylum;Dysoxylum;
868;Blackbead ebony;Ebenopsis;ebano
523;Anacua knockaway;Ehretia;anacua
6983;Elaeocarpus;Elaeocarpus;
997;Russian-olive;Elaeagnus;angustifolia
6975;kalia;Elaeocarpus;bifidus
6976;syatak;Elaeocarpus;carolinensis
6992;utuutu;Eleocharis;dulcis
6979;sapatua;Elaeocarpus;grandis
6973;oil nut palm;Elaeis;guineensis
6980;joga;Elaeocarpus;joga
6981;Elaeocarpus kerstingianus;Elaeocarpus;kerstingianus
6982;maratte, opop;Elaeocarpus;kusanoi
6984;aamatie;Elaeocarpus;tonganus
6985;Elaeocarpus;Elaeocarpus;ulianus
6996;monkeysoap;Enterolobium;cyclocarpum
6994;elaeocarpa;Endiandra;elaeocarpa
7017;acuminatissimum;Erythrospermum;acuminatissimum
7019;swamp-redwood;Erythroxylum;areolatum
7004;machete;Erythrina;berteriana
7005;coral erythrina;Erythrina;corallodendron
7006;crybabytree;Erythrina;crista-galli
7007;cock's spur;Erythrina;eggersii
7000;blacktorch;Erithalis;fruticosa
7008;bucayo;Erythrina;fusca
6999;loquat;Eriobotrya;
6998;loquat;Eriobotrya;japonica
8127;jiqi;Pera;bumeliifolia
8125;butter tree;Pentadesma;butyracea
8141;bastard stopper;Petitia;domingensis
8134;canela;Persea;krugii
8129;Pericopsis mooniana;Pericopsis;mooniana
8121;Peltophorum pterocarpum;Peltophorum;pterocarpum
720;bay ;Persea;
8131;olomea;Perrottetia;sandwicensis
8138;aquacatillo;Persea;urbaniana
8157;Tahitian gooseberry tree;Phyllanthus;acidus
8151;Canary Island date palm;Phoenix;canariensis
8152;date palm;Phoenix;dactylifera
8155;Chinese  photinia;Photinia;davidiana
8159;pamakani mahu;Phyllanthus;distichus
8143;aquilon prieto;Phialanthus;grandifolius
8160;gamo de costa;Phyllanthus;juglandifolius
8144;candlewood;Phialanthus;myrtilloides
8153;date palm;Phoenix;
8162;Phyllanthus orbicularis;Phyllanthus;orbicularis
8154;date palm;Phoenix;sylvestris
91;Norway spruce;Picea;abies
8169;fustic;Pictetia;aculeata
8190;higuillo de hoja menuda;Piper;aduncum
101;whitebark pine;Pinus;albicaulis
8205;Waimea pipturus;Pipturus;albidus
8211;corcho bobo;Pisonia;albida
8191;higuillo de limon;Piper;amalago
102;Rocky Mountain bristlecone pine;Pinus;aristata
8226;Hawaii poisonberry tree;Pittosporum;argentifolium
135;Arizona pine;Pinus;arizonica
8206;soga;Pipturus;argenteus
103;knobcone pine;Pinus;attenuata
104;foxtail pine;Pinus;balfouriana
105;jack pine;Pinus;banksiana
8192;moth pepper;Piper;blattarum
92;Brewer spruce;Picea;breweriana
8212;Australasian catchbirdtree;Pisonia;brunoniana
8183;Caribbean pine;Pinus;caribaea
8208;stinkwood;Piscidia;carthagenensis
140;Mexican pinyon pine;Pinus;cembroides
90;spruce ;Picea;
107;sand pine;Pinus;clausa
108;lodgepole pine;Pinus;contorta
109;Coulter pine;Pinus;coulteri
8227;hoawa;Pittosporum;confertiflorum
8175;allspice;Pimenta;dioica
134;border pinyon;Pinus;discolor
8220;monkeypod;Pithecellobium;dulce
110;shortleaf pine;Pinus;echinata
