tsn;genus;species;en_com_name;fr_com_name;qc_code;on_tree_code;on_alpha_code;us_code;nb_code
NA;Morus;;mulberry ;NA;NA;NA;NA;680;
NA;Munroidendron;racemosum;falseohe;NA;NA;NA;NA;7865;
NA;Murraya;exotica;Murraya exotica;NA;NA;NA;NA;7869;
NA;Musa;coccinea;bungeltuu;NA;NA;NA;NA;7873;
NA;Musa;nana;tama;NA;NA;NA;NA;7874;
NA;Musa;paradisiaca;French plantain;NA;NA;NA;NA;7872;
NA;Musa;sapientum;tuu banana;NA;NA;NA;NA;7875;
NA;Musa;tikap;tikap;NA;NA;NA;NA;7878;
NA;Mussaenda;frondosa;Mussaenda frondosa;NA;NA;NA;NA;7880;
NA;Mussaenda;raiateensis;aloalo vao;NA;NA;NA;NA;7881;
NA;Myrcia;fallax;curame;NA;NA;NA;NA;7888;
NA;Myrcia;leptoclada;guayabacon;NA;NA;NA;NA;7889;
NA;Myrica;rubra;yamamomo, strawberry tree;NA;NA;NA;NA;7899;
NA;Myristica;hypargyraea;atoneulu;NA;NA;NA;NA;7902;
NA;Myristica;insularis;adepurot;NA;NA;NA;NA;7903;
NA;Myristica;inutilis;Myristica inutilis;NA;NA;NA;NA;7906;
NA;Myrsine;cubana;Myrsine cubana;NA;NA;NA;NA;7912;
NA;Myrsine;emarginata;mountain colicwood;NA;NA;NA;NA;7914;
NA;Neisosperma;oppositifolia;fao;NA;NA;NA;NA;7942;
NA;Neolaugeria;resinosa;aquilon;NA;NA;NA;NA;7946;
NA;Ocotea;nemodaphne;laurel sassafras;NA;NA;NA;NA;7997;
NA;Olea;;olive;NA;NA;NA;NA;8007;
NA;Oleandra;neriiformis;oleandra fern;NA;NA;NA;NA;8000;
NA;Opuntia;cochenillifera;cochineal nopal cactus;NA;NA;NA;NA;8013;
NA;Ormosia;calavensis;amansis, edebsungelked, necklace bead tree;NA;NA;NA;NA;8019;
NA;Osmoxylon;oliveri;kesiamel;NA;NA;NA;NA;8022;
NA;Osmoxylon;pachyphyllum;kesiamel;NA;NA;NA;NA;8023;
NA;Osmoxylon;truncatum;kesiamel;NA;NA;NA;NA;718;
NA;Palaquium;karrak;Palaquium karrak;NA;NA;NA;NA;8074;
NA;Palaquium;stehlinii;gasu;NA;NA;NA;NA;8044;
NA;Pandanus;aimiriikensis;chertochet;NA;NA;NA;NA;8054;
NA;Pandanus;cominsii;matal;NA;NA;NA;NA;8055;
NA;Pandanus;compressus;ongor;NA;NA;NA;NA;8056;
NA;Pandanus;cylindricus;silaue;NA;NA;NA;NA;8057;
NA;Pandanus;dilatatus;kienpel;NA;NA;NA;NA;8058;
NA;Pandanus;divergens;ongor;NA;NA;NA;NA;8059;
NA;Pandanus;duriocarpus;ongor;NA;NA;NA;NA;8061;
NA;Pandanus;enchabiensis;moak;NA;NA;NA;NA;8062;
NA;Pandanus;fischerianus;hara;NA;NA;NA;NA;8063;
NA;Pandanus;fragrans;aggag;NA;NA;NA;NA;8064;
NA;Pandanus;hosinoi;nenketak;NA;NA;NA;NA;8065;
NA;Pandanus;jaluitensis;pacheren;NA;NA;NA;NA;8066;
NA;Pandanus;korrensis;siu;NA;NA;NA;NA;8068;
NA;Pandanus;lakatwa;lakatwa;NA;NA;NA;NA;8069;
NA;Pandanus;laticanaliculatus;erwan, jonmouia;NA;NA;NA;NA;8070;
NA;Pandanus;macrocephalus;intekul, pasyure;NA;NA;NA;NA;8071;
NA;Pandanus;macrojeanneretia;ongor, ertochet;NA;NA;NA;NA;8072;
NA;Pandanus;menne;menne;NA;NA;NA;NA;8073;
NA;Pandanus;obliquus;lonlin, lajokorer;NA;NA;NA;NA;8092;
NA;Pandanus;odontoides;Pandanus odontoides;NA;NA;NA;NA;8075;
NA;Pandanus;peliliuensis;ongor;NA;NA;NA;NA;8078;
NA;Pandanus;ponapensis;alwan, kipal, taip;NA;NA;NA;NA;8079;
NA;Pandanus;pulposus;deipw, jomineia;NA;NA;NA;NA;8080;
NA;Pandanus;rectangulatus;pathaplip;NA;NA;NA;NA;8081;
NA;Pandanus;reineckei;fasa;NA;NA;NA;NA;8082;
NA;Pandanus;rotundatus;magojokojok;NA;NA;NA;NA;8083;
NA;Pandanus;tolotomensis;kiparenwel;NA;NA;NA;NA;8086;
NA;Pandanus;trukensis;mojel;NA;NA;NA;NA;8087;
NA;Pandanus;variegatus;berrakelongor;NA;NA;NA;NA;8090;
NA;Parinari;insularum;sea;NA;NA;NA;NA;8103;
NA;Parinari;laurina;ais;NA;NA;NA;NA;8104;
NA;Parkia;;parkia;NA;NA;NA;NA;8106;
NA;Parkia;korom;Parkia korom;NA;NA;NA;NA;8107;
NA;Parkia;parvifoliola;kmekumer;NA;NA;NA;NA;8108;
NA;Photinia;davidiana;Chinese  photinia;NA;NA;NA;NA;8155;
NA;Pinus;banskiana;Jack pine;NA;NA;3;Pj;NA;7
NA;Pinus;washoensis;Washoe pine;NA;NA;NA;NA;137;
NA;Pittosporum;monae;Mona cheesewood, Pittosporum;NA;NA;NA;NA;8224;
NA;Planchonella;;Planchonella;NA;NA;NA;NA;8247;
NA;Planchonella;garberi;alaa;NA;NA;NA;NA;8242;
NA;Planchonella;grayana;alaa;NA;NA;NA;NA;8243;
NA;Planchonella;linggensis;alaa;NA;NA;NA;NA;8244;
NA;Planchonella;samoensis;mamalava;NA;NA;NA;NA;8246;
NA;Planchonella;torricellensis;mamalava;NA;NA;NA;NA;8248;
NA;Pleomele;;hala pepe;NA;NA;NA;NA;8263;
NA;Pleomele;aurea;golden hala pepe;NA;NA;NA;NA;8257;
NA;Pleomele;fernaldii;Lanai hala pepe;NA;NA;NA;NA;8259;
NA;Pleomele;forbesii;Waianae Range hala pepe;NA;NA;NA;NA;8260;
NA;Pleomele;halapepe;royal hala pepe;NA;NA;NA;NA;8261;
NA;Pleomele;hawaiiensis;Hawaii hala pepe;NA;NA;NA;NA;8262;
NA;Polygala;cowellii;violet tree;NA;NA;NA;NA;8279;
NA;Polygala;penaea;crevajosa;NA;NA;NA;NA;8280;
NA;Polyscias;grandifolia;bungaruau;NA;NA;NA;NA;8283;
NA;Polyscias;nodosa;bngei;NA;NA;NA;NA;8286;
NA;Polyscias;samoensis;tagitagi;NA;NA;NA;NA;8287;
NA;Pometia;pinnata;tava;NA;NA;NA;NA;8290;
NA;Ponapea;hosinoi;kattai;NA;NA;NA;NA;8292;
NA;Ponapea;ledermanniana;Ponapea ledermanniana;NA;NA;NA;NA;8293;
NA;Pongamia;pinnata;kisaks;NA;NA;NA;NA;8295;
NA;Populus;canadensis;Carolina poplar;NA;NA;72;Pc;NA;
NA;Populus;Hybrid poplar;NA;NA;NA;97;Ph;NA;
NA;Pouteria;calcarea;elangel, chelangel;NA;NA;NA;NA;8298;
NA;Pouteria;obovata;lalahag;NA;NA;NA;NA;8303;
NA;Premna;obtusifolia;ahgao;NA;NA;NA;NA;8307;
NA;Premna;pubescens;Premna pubescens;NA;NA;NA;NA;8308;
NA;Pritchardia;affinis;Hawaii pritchardia;NA;NA;NA;NA;8315;
NA;Pritchardia;lanaiensis;Lanai pritchardia;NA;NA;NA;NA;8322;
NA;Pritchardia;limahuliensis;Limahuli Valley pritchardia;NA;NA;NA;NA;8324;
NA;Pritchardia;pacifica;fan palm;NA;NA;NA;NA;8329;
NA;Prunus;alleghaniensis;Allegheny plum;NA;NA;NA;NA;769;
NA;Psidium;longipes;Psidium longipes;NA;NA;NA;NA;8358;
NA;Psychotria;berteriana;cachimbo-cumun;NA;NA;NA;NA;8361;
NA;Psychotria;brownei;Browne's wild coffee;NA;NA;NA;NA;8363;
NA;Psychotria;domingensis;Psychotria domingensis;NA;NA;NA;NA;8364;
NA;Psychotria;mariana;aplohkateng;NA;NA;NA;NA;8390;
NA;Psychotria;microdon;thicket wild coffee;NA;NA;NA;NA;8394;
NA;Psychotria;nutans;floating balsamo;NA;NA;NA;NA;8395;
NA;Psychotria;rhombocarpa;Psychotria rhombocarpa;NA;NA;NA;NA;8398;
NA;Psydrax;merrillii;Olasina;NA;NA;NA;NA;6381;
NA;Pteralyxia;macrocarpa;ridged pteralyxia;NA;NA;NA;NA;8405;
NA;Ptychococcus;ledermannianus;Ptychococcus ledermannianus;NA;NA;NA;NA;8412;
NA;Ptychosperma;palauense;chesdbuuch;NA;NA;NA;NA;8416;
NA;Quercus;margarettiae;dwarf post oak;NA;NA;NA;NA;840;
NA;Quercus;prinus;chestnut oak;NA;NA;NA;NA;832;
NA;Quercus;sinuata;Durand oak;NA;NA;NA;NA;808;
NA;Rapanea;myricifolia;togo vao;NA;NA;NA;NA;8430;
NA;Rauvolfia;insularis;omechidel;NA;NA;NA;NA;8432;
NA;Reynoldsia;;reynoldsia;NA;NA;NA;NA;8443;
NA;Reynoldsia;lanutoensis;vi vao;NA;NA;NA;NA;8440;
NA;Reynoldsia;sandwicensis;ohe makai;NA;NA;NA;NA;8442;
NA;Rheedia;edulis;Rheeda;NA;NA;NA;NA;8456;
NA;Rhizophora;lamarckii;Rhizophora lamarckii;NA;NA;NA;NA;8460;
NA;Rhizophora;stylosa;Rhizophora stylosa;NA;NA;NA;NA;8464;
NA;Rinorea;carolinensis;Rinorea carolinensis;NA;NA;NA;NA;8474;
NA;Robinia;psuedoacacia;Black locust;NA;NA;61;Lb;NA;
NA;Rollinia;deliciosa;Rollinia;NA;NA;NA;NA;8480;
NA;Rollinia;mucosa;wild sugar apple;NA;NA;NA;NA;8481;
NA;Roystonea;elata;Roystonea elata;NA;NA;NA;NA;8490;
NA;Roystonea;oleracea;royal palm;NA;NA;NA;NA;8491;
NA;Sagraea;umbrosa;white hogwood;NA;NA;NA;NA;8499;
NA;Salix;humboldtiana;Salix humboldtiana;NA;NA;NA;NA;8501;
NA;Salix;sepulcralis;weeping willow;NA;NA;NA;NA;929;
NA;Sambucus;canadensis;NA;Sureau du Canada;SAC;NA;NA;NA;
NA;Sapindus;oahuense;lonomea;NA;NA;NA;NA;8528;
NA;Sapindus;vitiensis;vitiensis;NA;NA;NA;NA;8532;
NA;Sapium;indicum;maskerekur;NA;NA;NA;NA;8534;
NA;Scaevola;cerasifolia;Scaevola, naupaka;NA;NA;NA;NA;8548;
NA;Schaefferia;;schaefferia;NA;NA;NA;NA;8555;
NA;Schefflera;morototonii;matchwood;NA;NA;NA;NA;8558;
NA;Schefflera;samoensis;samoensis;NA;NA;NA;NA;8559;
NA;Schizolobium;parahybum;Brazilian firetree;NA;NA;NA;NA;8565;
NA;Scyphiphora;hydrophyllacea;kuat;NA;NA;NA;NA;8577;
NA;Securinega;flexuosa;poumuli;NA;NA;NA;NA;8583;
NA;Semecarpus;venenosa;tonget;NA;NA;NA;NA;8586;
NA;Senna;sulfurea;Senna sulfurea;NA;NA;NA;NA;8599;
NA;Serianthes;kanehirae;ukall;NA;NA;NA;NA;8601;
NA;Sida;;fanpetals;NA;NA;NA;NA;8610;
NA;Sloanea;berteriana;bullwood;NA;NA;NA;NA;8624;
NA;Sophora;affinis;Texas sophora;NA;NA;NA;NA;870;
NA;Spiraea;latifolia;NA;Spirée à larges feuilles;SPL;NA;NA;NA;
NA;Spiraeanthemum;samoense;Spiraeanthemum samoense;NA;NA;NA;NA;8646;
NA;Sterculia;fanaiho;fanaio;NA;NA;NA;NA;8665;
NA;Sterculia;palauensis;Sterculia palauensis;NA;NA;NA;NA;8667;
NA;Symplocos;racemosa;chebtui, ebtui;NA;NA;NA;NA;8687;
NA;Syzygium;brevifolium;asi;NA;NA;NA;NA;8695;
NA;Syzygium;carolinense;popona;NA;NA;NA;NA;8696;
NA;Syzygium;clusiifolium;asi vai;NA;NA;NA;NA;8697;
NA;Syzygium;dealatum;asi vai;NA;NA;NA;NA;8699;
NA;Syzygium;inophylloides;asi;NA;NA;NA;NA;8700;
NA;Syzygium;richii;popona;NA;NA;NA;NA;8703;
NA;Tabebuia;chrysantha;roble amarillo;NA;NA;NA;NA;8709;
NA;Tabebuia;donnell-smithii;primavera;NA;NA;NA;NA;8710;
NA;Tabebuia;pallida;pink tabebuia;NA;NA;NA;NA;8714;
NA;Tabernaemontana;aurantiaca;Tabernaemontana aurantiaca;NA;NA;NA;NA;8719;
NA;Tabernaemontana;rotensis;Tabernaemontana rotensis;NA;NA;NA;NA;8723;
NA;Taxodium;ascendens;pondcypress;NA;NA;NA;NA;222;
NA;Terminalia;crassipes;esemiich, chesemiich;NA;NA;NA;NA;8751;
NA;Terminalia;edulis;esemiich, chesemiich;NA;NA;NA;NA;8752;
NA;Terminalia;kaernbachii;tropical almond;NA;NA;NA;NA;8755;
NA;Terminalia;richii;malili;NA;NA;NA;NA;8758;
NA;Tetraplasandra;flynnii;Flynnsohe;NA;NA;NA;NA;8770;
NA;Tetraplasandra;gymnocarpa;Koolau Rangeohe;NA;NA;NA;NA;8771;
NA;Tetraplasandra;hawaiensis;Hawaii ohe;NA;NA;NA;NA;8772;
NA;Tetraplasandra;kavaiensis;ohe ohe;NA;NA;NA;NA;8773;
NA;Tetraplasandra;oahuensis;ohe mauka;NA;NA;NA;NA;8774;
NA;Tetraplasandra;waialealae;Mt. Waialeale ohe;NA;NA;NA;NA;8776;
NA;Tetraplasandra;waimeae;ohe kiko ola;NA;NA;NA;NA;8777;
NA;Tetrazygia;urbanii;cenizo;NA;NA;NA;NA;8783;
NA;Timonius;corymbosus;Timonius corymbosus;NA;NA;NA;NA;8806;
NA;Timonius;mollis;Timonius mollis;NA;NA;NA;NA;8807;
NA;Timonius;subauritus;Timonius subauritus;NA;NA;NA;NA;8809;
NA;Timonius;timon;Timonius timon;NA;NA;NA;NA;8810;
NA;Tree;broadleaf;Unknown dead hardwood;NA;NA;NA;NA;998;
NA;Tree;evergreen;Unknown dead conifer;NA;NA;NA;NA;299;
NA;Tree;unknown;Other or unknown live tree;NA;NA;NA;NA;999;
NA;Trema;lamarckianum;Lamarck's trema;NA;NA;NA;NA;8828;
NA;Trema;micranthum;Jamaican nettletree;NA;NA;NA;NA;8829;
NA;Trichospermum;ikutai;Trichospermum ikutai;NA;NA;NA;NA;8837;
NA;Tristiropsis;obtusangula;faia;NA;NA;NA;NA;8846;
NA;Unknown;Unknown;Unknown species;NA;NA;888;;NA;
NA;Veitchia;merrillii;Manila palm;NA;NA;NA;NA;8866;
NA;Viorne;nudum;NA;Viorne cassinoïdes;VIC;NA;NA;NA;
NA;Vitex;cofassus;bars, beokel;NA;NA;NA;NA;8872;
NA;Xylosma;nelsonii;Xylosma nelsonii;NA;NA;NA;NA;8909;
NA;Xylosma;samoensis;Xylosma samoensis;NA;NA;NA;NA;8911;
NA;Yucca;guatemalensis;bluestem yucca;NA;NA;NA;NA;8919;
NA;Zanthoxylum;spinifex;niaragato;NA;NA;NA;NA;8935;
